chapter,div_no,div_name,code,descrip,nchs113,nchsti,type
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),041,Bacterial infection in conditions classified elsewhere and of,041.5,Haemophilus influenzae [H. influenzae],17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),041,Bacterial infection in conditions classified elsewhere and of,041.6,Proteus (mirabilis) (morganii),17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),041,Bacterial infection in conditions classified elsewhere and of,041.7,Pseudomonas,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),041,Bacterial infection in conditions classified elsewhere and of,041.8,Other,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),041,Bacterial infection in conditions classified elsewhere and of,041.9,"Bacterial infection, unspecified",17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),042,Human immunodeficiency virus infection with specified conditions,042.0,With specified infections,15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),042,Human immunodeficiency virus infection with specified conditions,042.1,Causing other specified infections,15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),042,Human immunodeficiency virus infection with specified conditions,042.2,With specified malignant neoplasms,15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),042,Human immunodeficiency virus infection with specified conditions,042.9,"Acquired immunodeficiency syndrome, unspecified",15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),043,Human immunodeficiency virus infection causing other specified,043.0,Causing lymphadenopathy,15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),043,Human immunodeficiency virus infection causing other specified,043.1,Causing specified diseases of the central nervous system,15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),043,Human immunodeficiency virus infection causing other specified,043.2,Causing other disorders involving the immune mechanism,15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),043,Human immunodeficiency virus infection causing other specified,043.3,Causing other specified conditions,15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),043,Human immunodeficiency virus infection causing other specified,043.9,"Acquired immunodeficiency syndrome-related complex, unspecified",15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),044,Other human immunodeficiency virus infection,044.0,Causing specified acute infections,15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),044,Other human immunodeficiency virus infection,044.9,"Human immunodeficiency virus infection, unspecified",15,Human immunodeficiency virus (HIV) disease,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),045,Acute poliomyelitis,045.0,Acute paralytic poliomyelitis specified as bulbar,11,Acute poliomyelitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),045,Acute poliomyelitis,045.1,Acute poliomyelitis with other paralysis,11,Acute poliomyelitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),045,Acute poliomyelitis,045.2,Acute nonparalytic poliomyelitis,11,Acute poliomyelitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),045,Acute poliomyelitis,045.9,"Acute poliomyelitis, unspecified",11,Acute poliomyelitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),046,Slow virus infection of central nervous system,046.0,Kuru,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),046,Slow virus infection of central nervous system,046.1,Jakob-Creutzfeldt disease,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),046,Slow virus infection of central nervous system,046.2,Subacute sclerosing panencephalitis,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),046,Slow virus infection of central nervous system,046.3,Progressive multifocal leucoencephalopathy,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),046,Slow virus infection of central nervous system,046.8,Other,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),046,Slow virus infection of central nervous system,046.9,Unspecified,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),047,Meningitis due to enterovirus,047.0,Coxsackie virus,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),047,Meningitis due to enterovirus,047.1,ECHO virus,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),047,Meningitis due to enterovirus,047.8,Other,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),047,Meningitis due to enterovirus,047.9,Unspecified,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),049,Other non-arthropod-borne viral diseases of central nervous system,049.0,Lymphocytic choriomeningitis,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),049,Other non-arthropod-borne viral diseases of central nervous system,049.1,Meningitis due to adenovirus,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),049,Other non-arthropod-borne viral diseases of central nervous system,049.8,Other,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),049,Other non-arthropod-borne viral diseases of central nervous system,049.9,Unspecified,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),050,Smallpox,050.0,Variola major,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),050,Smallpox,050.1,Alastrim,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),050,Smallpox,050.2,Modified smallpox,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),050,Smallpox,050.9,"Smallpox, unspecified",17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),051,Cowpox and paravaccinia,051.0,Cowpox,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),051,Cowpox and paravaccinia,051.1,Pseudocowpox,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),051,Cowpox and paravaccinia,051.2,Contagious pustular dermatitis,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),051,Cowpox and paravaccinia,051.9,"Paravaccinia, unspecified",17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),053,Herpes zoster,053.0,With meningitis,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),053,Herpes zoster,053.1,With other nervous system complications,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),053,Herpes zoster,053.2,With ophthalmic complications,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),053,Herpes zoster,053.7,With other complications,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),053,Herpes zoster,053.8,With unspecified complication,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),053,Herpes zoster,053.9,Herpes zoster without mention of complication,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),054,Herpes simplex,054.0,Eczema herpeticum,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),054,Herpes simplex,054.1,Genital herpes,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),054,Herpes simplex,054.2,Herpetic gingivostomatitis,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),054,Herpes simplex,054.3,Herpetic meningoencephalitis,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),054,Herpes simplex,054.4,With ophthalmic complications,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),054,Herpes simplex,054.5,Herpetic septicaemia,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),054,Herpes simplex,054.6,Herpetic whitlow,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),054,Herpes simplex,054.7,With other complications,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),054,Herpes simplex,054.8,With unspecified complication,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),054,Herpes simplex,054.9,Herpes simplex without mention of complication,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),055,Measles,055.0,Postmeasles encephalitis,13,Measles,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),055,Measles,055.1,Postmeasles pneumonia,13,Measles,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),055,Measles,055.2,Postmeasles otitis,13,Measles,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),055,Measles,055.7,With other complications,13,Measles,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),055,Measles,055.8,With unspecified complication,13,Measles,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),055,Measles,055.9,Measles without mention of complication,13,Measles,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),056,Rubella,056.0,With neurological complications,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),056,Rubella,056.7,With other complications,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),056,Rubella,056.8,With unspecified complications,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),056,Rubella,056.9,Rubella without mention of complication,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),057,Other viral exanthemata,057.0,Erythema infectiosum [fifth disease],17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),057,Other viral exanthemata,057.8,Other,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),057,Other viral exanthemata,057.9,Unspecified,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),060,Yellow fever,060.0,Sylvatic,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),060,Yellow fever,060.1,Urban,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),060,Yellow fever,060.9,Unspecified,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),062,Mosquito-borne viral encephalitis,062.0,Japanese encephalitis,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),062,Mosquito-borne viral encephalitis,062.1,Western equine encephalitis,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),062,Mosquito-borne viral encephalitis,062.2,Eastern equine encephalitis,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),062,Mosquito-borne viral encephalitis,062.3,St. Louis encephalitis,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),062,Mosquito-borne viral encephalitis,062.4,Australian encephalitis,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),062,Mosquito-borne viral encephalitis,062.5,California virus encephalitis,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),062,Mosquito-borne viral encephalitis,062.8,Other,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),062,Mosquito-borne viral encephalitis,062.9,Unspecified,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),063,Tick-borne viral encephalitis,063.0,Russian spring-summer [taiga] encephalitis,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),063,Tick-borne viral encephalitis,063.1,Louping ill,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),063,Tick-borne viral encephalitis,063.2,Central European encephalitis,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),063,Tick-borne viral encephalitis,063.8,Other,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),063,Tick-borne viral encephalitis,063.9,Unspecified,12,Arthropod-borne viral encephalitis,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),065,Arthropod-borne hemorrhagic fever,065.0,Crimean hemorrhagic fever [CHF Congo virus],17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),065,Arthropod-borne hemorrhagic fever,065.1,Omsk hemorrhagic fever,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),065,Arthropod-borne hemorrhagic fever,065.2,Kyasanur Forest disease,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),065,Arthropod-borne hemorrhagic fever,065.3,Other tick-borne hemorrhagic fever,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),065,Arthropod-borne hemorrhagic fever,065.4,Mosquito-borne hemorrhagic fever,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
I.  INFECTIOUS AND PARASITIC DISEASES (001-139),065,Arthropod-borne hemorrhagic fever,065.8,Other,17,Other and unspecified infectious and parasitic diseases and their sequelae,Acute
