chapter,div_nos,div_name,code,descrip,year_add,year_del,mc_only
A00-B99	I. Certain infectious and parasitic diseases,A30-A49,Other bacterial diseases,A49.9,"""Bacterial infection, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.0,"""Early congenital syphilis, symptomatic""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.1,"""Early congenital syphilis, latent""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.2,"""Early congenital syphilis, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.3,Late congenital syphilitic oculopathy,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.4,Late congenital neurosyphilis [juvenile neurosyphilis],1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.5,"""Other late congenital syphilis, symptomatic""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.6,"""Late congenital syphilis, latent""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.7,"""Late congenital syphilis, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50.9,"""Congenital syphilis, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.0,Primary genital syphilis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.1,Primary anal syphilis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.2,Primary syphilis of other sites,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.3,Secondary syphilis of skin and mucous membranes,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.4,Other secondary syphilis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.5,"""Early syphilis, latent""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51.9,"""Early syphilis, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.0,Cardiovascular syphilis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.1,Symptomatic neurosyphilis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.2,Asymptomatic neurosyphilis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.3,"""Neurosyphilis, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.7,Other symptomatic late syphilis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.8,"""Late syphilis, latent""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52.9,"""Late syphilis, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A53.0,"""Latent syphilis, unspecified as early or late""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A53.9,"""Syphilis, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.0,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.1,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.3,Gonococcal infection of eye,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.4,Gonococcal infection of musculoskeletal system,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.5,Gonococcal pharyngitis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.6,Gonococcal infection of anus and rectum,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.8,Other gonococcal infections,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54.9,"""Gonococcal infection, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.0,Chlamydial infection of lower genitourinary tract,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.1,Chlamydial infection of pelviperitoneum and other genitourinary organs,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.2,"""Chlamydial infection of genitourinary tract, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.3,Chlamydial infection of anus and rectum,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.4,Chlamydial infection of pharynx,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56.8,Sexually transmitted chlamydial infection of other sites,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59.0,Urogenital trichomoniasis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59.8,Trichomoniasis of other sites,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59.9,"""Trichomoniasis, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60.0,Herpesviral infection of genitalia and urogenital tract,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60.1,Herpesviral infection of perianal skin and rectum,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60.9,"""Anogenital herpesviral infection, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A63.0,Anogenital (venereal) warts,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A63.8,Other specified predominantly sexually transmitted diseases,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A66.0,Initial lesions of yaws,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A66.1,Multiple papillomata and wet crab yaws,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A66.2,Other early skin lesions of yaws,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A66.3,Hyperkeratosis of yaws,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A66.4,Gummata and ulcers of yaws,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A66.5,Gangosa,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A66.6,Bone and joint lesions of yaws,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A66.7,Other manifestations of yaws,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A66.8,Latent yaws,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A66.9,"""Yaws, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A67.0,Primary lesions of pinta,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A67.1,Intermediate lesions of pinta,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A67.2,Late lesions of pinta,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A67.3,Mixed lesions of pinta,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A67.9,"""Pinta, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A68.0,Louse-borne relapsing fever,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A68.1,Tick-borne relapsing fever,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A68.9,"""Relapsing fever, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A69.0,Necrotizing ulcerative stomatitis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A69.1,Other Vincent's infections,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A69.2,Lyme disease,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A69.8,Other specified spirochetal infections,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A65-A69,Other spirochetal diseases,A69.9,"""Spirochetal infection, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71.0,Initial stage of trachoma,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71.1,Active stage of trachoma,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A71.9,"""Trachoma, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74.0,Chlamydial conjunctivitis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74.8,Other chlamydial diseases,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A70-A74,Other diseases caused by chlamydiae,A74.9,"""Chlamydial infection, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75.0,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75.1,Recrudescent typhus [Brill's disease],1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75.2,Typhus fever due to Rickettsia typhi,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75.3,Typhus fever due to Rickettsia tsutsugamushi,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A75.9,"""Typhus fever, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77.0,Spotted fever due to Rickettsia rickettsii,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77.1,Spotted fever due to Rickettsia conorii,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77.2,Spotted fever due to Rickettsia sibirica,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77.3,Spotted fever due to Rickettsia australis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77.8,Other spotted fevers,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A77.9,"""Spotted fever, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A79.0,Trench fever,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A79.1,Rickettsialpox due to Rickettsia akari,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A79.8,Other specified rickettsioses,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A75-A79,Rickettsioses,A79.9,"""Rickettsiosis, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80.0,"""Acute paralytic poliomyelitis, vaccine-associated""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80.1,"""Acute paralytic poliomyelitis, wild virus, imported""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80.2,"""Acute paralytic poliomyelitis, wild virus, indigenous""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80.3,"""Acute paralytic poliomyelitis, other and unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80.4,Acute nonparalytic poliomyelitis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A80.9,"""Acute poliomyelitis, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A81.0,Creutzfeldt-Jakob disease,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A81.1,Subacute sclerosing panencephalitis,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A81.2,Progressive multifocal leukoencephalopathy,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A81.8,Other atypical virus infections of central nervous system,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A81.9,"""Atypical virus infection of central nervous system, unspecified""",1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A82.0,Sylvatic rabies,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A82.1,Urban rabies,1999,0,0
A00-B99	I. Certain infectious and parasitic diseases,A80-A89,Viral infections of the central nervous system,A82.9,"""Rabies, unspecified""",1999,0,0
